asin,category,subcategory,price,weight,review_rating,review_count,competitors,estimated_monthly_sales,last_updated,fba_fees,cogs,monthly_profit
B000000028,Office Products,Envelopes & Shipping Supplies,11.971432072461111,0.6406339749126522,4.617017473384125,0,5,175,2024-12-16,4.141426443553468,6.584287639853612,218.00064808445552
B000000029,Office Products,Envelopes & Shipping Supplies,13.526324796063825,1.4724917013695316,4.590042131275164,0,7,124,2024-12-16,6.013106328081446,7.439478637835104,9.143738938262118
B000000030,Office Products,Envelopes & Shipping Supplies,10.596388849059394,0.9929325867564351,4.515750599906631,0,8,190,2024-12-16,4.934098320201979,5.828013866982667,-31.487434243797896
B000000031,Office Products,Envelopes & Shipping Supplies,12.313670226643744,0.27709768268408025,4.845931536193779,1,5,117,2024-12-16,3.3234697860391806,6.77251862465406,259.468772466209
B000000032,Office Products,Envelopes & Shipping Supplies,13.944203317752226,0.808919777486188,4.275073201677045,0,4,79,2024-12-16,4.520069499343923,7.669311824763725,138.63093749792174
B000000033,Office Products,Envelopes & Shipping Supplies,9.700172801961655,0.3967626670738855,4.494664577771151,0,10,153,2024-12-16,3.5927160009162424,5.335095041078911,118.17134927487471
B000000034,Office Products,Envelopes & Shipping Supplies,10.983267415128724,0.7023403562373027,4.1246797070211905,0,8,185,2024-12-16,4.280265801533931,6.040797078320798,122.50783902568907
B000000035,Office Products,Envelopes & Shipping Supplies,12.36605312253098,0.42175221740432267,5.0,1,8,213,2024-12-16,3.6489424891597255,6.801329217392039,408.0614416035727
B000000036,Office Products,Envelopes & Shipping Supplies,14.721020086795129,0.7595388205166358,4.895090095730806,1,9,174,2024-12-16,4.408962346162431,8.096561047737321,385.49642456379553
B000000037,Office Products,Envelopes & Shipping Supplies,19.42587626176163,1.2453749591756575,4.303564130355338,0,6,123,2024-12-16,5.50209365814523,10.684231943968896,398.4647311366428
B000000038,Office Products,Envelopes & Shipping Supplies,11.58625641690849,0.8336339625605653,4.415975868971557,0,7,219,2024-12-16,4.575676415761272,6.3724410292996705,139.75243483461298
B000000039,Office Products,Envelopes & Shipping Supplies,10.10078872751817,0.5809240789417232,4.707789279809441,0,11,208,2024-12-16,4.007079177618877,5.555433800134994,111.96135595097422
B000000040,Office Products,Envelopes & Shipping Supplies,10.219569292957136,0.543082819708429,4.255858148555768,1,7,163,2024-12-16,3.921936344343965,5.620763111126426,110.3297835103394
B000000041,Office Products,Envelopes & Shipping Supplies,11.780936265380621,1.1517331114108038,4.103012778760088,0,7,210,2024-12-16,5.291399500674309,6.479514945959342,2.1045819368636653
B000000042,Office Products,Envelopes & Shipping Supplies,17.685259951450853,0.8194977679538549,4.562196925302064,0,6,259,2024-12-16,4.543869977896174,9.72689297329797,884.3547230664877
B000000043,Office Products,Envelopes & Shipping Supplies,9.976462615146772,1.1170694453961818,4.323531773825101,0,6,122,2024-12-16,5.213406252141409,5.487054438330725,-88.32776518969415
B000000044,Office Products,Envelopes & Shipping Supplies,12.760984106100226,0.8998941772899058,4.354898334893578,0,10,105,2024-12-16,4.724761898902289,7.018541258355125,106.85649962849533
B000000045,Office Products,Envelopes & Shipping Supplies,14.002706026803251,0.647520239431284,4.04971859707961,0,3,121,2024-12-16,4.156920538720389,7.7014883147417885,259.4599579742699
B000000046,Office Products,Envelopes & Shipping Supplies,11.431333035263778,0.7865304035278506,3.784698355490981,0,7,82,2024-12-16,4.469693407937664,6.287233169395078,55.30132955034499
B000000047,Office Products,Envelopes & Shipping Supplies,15.180181376294051,1.3090683617255758,4.37084272296373,0,8,179,2024-12-16,5.645403813882545,8.34909975696173,212.23632717550996
B000000048,Office Products,Envelopes & Shipping Supplies,16.743436164087832,0.6747262094896626,4.57148861244826,0,11,69,2024-12-16,4.218133971351741,9.208889890248308,228.83244887165708
B000000049,Office Products,Envelopes & Shipping Supplies,10.52502044757256,0.5279365001962779,4.232257975277188,0,5,213,2024-12-16,3.887857125441626,5.788761246164908,180.70964218076364
B000000050,Office Products,Envelopes & Shipping Supplies,14.849586535733806,0.5094073469232632,4.73092885586766,0,5,116,2024-12-16,3.8461665305773427,8.167272594653594,328.99309961833285
B000000051,Office Products,Envelopes & Shipping Supplies,13.763965483051239,0.9140706142617439,4.088825102375337,0,6,217,2024-12-16,4.756658882088924,7.570181015678182,311.8562520066567
B000000052,Office Products,Envelopes & Shipping Supplies,12.570261864342845,0.5644131399017565,3.983588663510224,0,9,22,2024-12-16,3.969929564778952,6.913644025388566,37.10714203185718
B000000053,Office Products,Envelopes & Shipping Supplies,11.618666376341837,0.6115477750687609,4.27983090784116,0,8,130,2024-12-16,4.0759824939047125,6.390266506988011,149.81425880838475
B000000054,Office Products,Envelopes & Shipping Supplies,16.372173239406187,1.0342832682130667,4.275222227394613,1,5,85,2024-12-16,5.0271373534794,9.004695281673404,198.92895136153754
B000000055,Office Products,Envelopes & Shipping Supplies,10.563143372005914,0.38213611673447767,4.5309906194005665,0,8,217,2024-12-16,3.559806262652575,5.809728854603254,259.0129912807685
B000000056,Office Products,Envelopes & Shipping Supplies,11.857960207734672,0.7038531304920368,4.0675111527808046,0,11,233,2024-12-16,4.2836695436070835,6.52187811425407,245.21212412052984
B000000057,Office Products,Envelopes & Shipping Supplies,14.478299721567955,1.084642368429552,4.710428271044469,0,8,32,2024-12-16,5.140445328966493,7.963064846862376,43.99326546365077
B000000058,Office Products,Envelopes & Shipping Supplies,13.384717408576963,0.7687893938142021,4.890075088752476,0,8,193,2024-12-16,4.429776136081955,7.36159457471733,307.5159126710918
B000000059,Office Products,Envelopes & Shipping Supplies,16.082713246843994,0.7070949598211493,4.288256791909498,0,8,203,2024-12-16,4.290963659597586,8.845492285764198,598.0902322008884
B000000060,Office Products,Envelopes & Shipping Supplies,11.113590910323595,0.8793544143337384,4.674913126055295,1,8,166,2024-12-16,4.6785474322509115,6.1124750006779776,53.54636724752112
B000000061,Office Products,Envelopes & Shipping Supplies,15.400289403535986,0.7817060595205976,3.983050878812422,1,5,179,2024-12-16,4.458838633921345,8.470159171944793,442.3611959829026
B000000062,Office Products,Envelopes & Shipping Supplies,14.15153661601579,0.6416817389567375,4.622566462354575,1,7,175,2024-12-16,4.14378391265266,7.783345138808685,389.2713237970278
B000000063,Office Products,Envelopes & Shipping Supplies,13.667789208211161,0.2914389716994214,4.614182922567839,0,7,193,2024-12-16,3.3557376863236983,7.517284064516139,539.3901192726655
B000000064,Office Products,Envelopes & Shipping Supplies,10.807231572042188,0.9007532808831251,4.5590311840569635,0,7,95,2024-12-16,4.726694881987031,5.943977364623204,12.973135916035496
B000000065,Office Products,Envelopes & Shipping Supplies,14.454943315607403,0.3637008180921444,4.295331073338912,0,9,210,2024-12-16,3.518326840707325,7.9502188235840725,627.143506776361
B000000066,Office Products,Envelopes & Shipping Supplies,11.70993398335068,0.9318932019950936,3.4137253176273905,1,6,160,2024-12-16,4.79675970448896,6.440463690842875,75.63369408301526
B000000067,Office Products,Envelopes & Shipping Supplies,21.813571278437507,0.288439711252819,4.107481856904361,0,7,157,2024-12-16,3.348989350318843,11.99746420314063,1015.3374828215515
B000000068,Office Products,Envelopes & Shipping Supplies,11.098329985401193,0.44130945000116173,4.112225194694619,0,5,178,2024-12-16,3.692946262502614,6.104081491970657,231.63179710517008
B000000069,Office Products,Envelopes & Shipping Supplies,10.997994547064032,0.76044336176269,4.006523518581856,1,8,86,2024-12-16,4.410997563966053,6.048897000885218,46.27659847029743
B000000070,Office Products,Envelopes & Shipping Supplies,14.382222327546462,0.6225581135695584,4.336672901364119,0,9,72,2024-12-16,4.100755755531507,7.910222280150554,170.7295890142368
B000000071,Office Products,Envelopes & Shipping Supplies,9.54037795208323,0.5717926053974647,4.174310966343629,1,7,143,2024-12-16,3.9865333621442955,5.247207873645777,43.849050429921505
B000000072,Office Products,Envelopes & Shipping Supplies,11.540040325329505,1.4269794828710818,4.052616397070493,0,9,227,2024-12-16,5.910703836459934,6.347022178931228,-162.91465164399614
B000000073,Office Products,Envelopes & Shipping Supplies,13.174253513449756,0.9426562645669452,3.982359955525654,0,7,90,2024-12-16,4.820976595275627,7.245839432397366,99.66937371990858
B000000074,Office Products,Envelopes & Shipping Supplies,12.975910435138042,0.29561787732749606,4.085346104354431,0,2,158,2024-12-16,3.365140223986866,7.136750739325923,390.8950765483898
B000000075,Office Products,Envelopes & Shipping Supplies,10.087390794093032,1.0831142765163484,4.636449763554978,0,7,114,2024-12-16,5.137007122161784,5.548064936751168,-68.13566418947092
B000000076,Office Products,Envelopes & Shipping Supplies,16.342102515998487,1.0186333393608065,4.101692483611751,0,7,107,2024-12-16,4.991925013561815,8.988156383799168,252.7362596942129
B000000077,Office Products,Envelopes & Shipping Supplies,17.6536502177881,0.8494668966702681,4.145518388070018,0,8,175,2024-12-16,4.611300517508104,9.709507619783457,583.2473640868945
B000000078,Office Products,Envelopes & Shipping Supplies,13.159536988974903,0.5385199308018,4.162990715493026,0,8,187,2024-12-16,3.9116698443040505,7.237745343936197,375.89277673738053
B000000079,Office Products,Envelopes & Shipping Supplies,10.07057451974056,0.9130666377412928,4.401698054142826,0,6,110,2024-12-16,4.75439993491791,5.538815985857309,-24.490554113812408
B000000080,Office Products,Envelopes & Shipping Supplies,9.738301359563629,0.7115170926664545,4.43687484655856,0,10,219,2024-12-16,4.300913458499523,5.356065747759996,17.80955157359989
B000000081,Office Products,Envelopes & Shipping Supplies,11.024103625295217,0.9858097849760588,3.3866030382270513,0,7,171,2024-12-16,4.918072016196133,6.063256993912369,7.314459196928188
B000000082,Office Products,Envelopes & Shipping Supplies,14.215579613244994,0.45543668038537877,4.606490564148282,0,7,137,2024-12-16,3.7247325308671027,7.818568787284748,366.10212642776077
B000000083,Office Products,Envelopes & Shipping Supplies,10.895997846578224,0.5152338490154202,4.730910410273126,0,9,167,2024-12-16,3.8592761602846952,5.992798815618023,174.33511940280937
B000000084,Office Products,Envelopes & Shipping Supplies,10.714272728023397,0.39691140253029533,3.984944038791499,0,8,251,2024-12-16,3.5930506556931645,5.892850000412869,308.32139005125833
B000000085,Office Products,Envelopes & Shipping Supplies,14.183616420918538,0.4717038717916317,4.00831052657955,0,13,187,2024-12-16,3.7613337115311714,7.800989031505196,490.18191776396606
B000000086,Office Products,Envelopes & Shipping Supplies,12.499671858956098,0.5595880859216438,4.164923983666519,0,7,115,2024-12-16,3.959073193323698,6.874819522425855,191.56460146875267
B000000087,Office Products,Envelopes & Shipping Supplies,13.866675712347114,0.7827269509950483,4.0731987941630186,0,8,149,2024-12-16,4.461135639738859,7.626671641790913,265.0513961917838
B000000088,Office Products,Envelopes & Shipping Supplies,15.449681143485456,0.47412711401842467,4.3671780621839815,0,6,156,2024-12-16,3.7667860065414556,8.497324628917001,496.94899925221205
B000000089,Office Products,Envelopes & Shipping Supplies,11.936062747164968,0.6887117558125582,3.7160424140923407,0,9,183,2024-12-16,4.249601450578256,6.564834510940733,205.25770177321422
B000000090,Office Products,Envelopes & Shipping Supplies,12.741578551774111,1.0731787429400217,3.9646217175889777,0,8,161,2024-12-16,5.114652171615049,7.007868203475762,99.66836644601142
B000000091,Office Products,Envelopes & Shipping Supplies,11.791099983869504,0.8474494979412897,4.761759160052472,0,7,244,2024-12-16,4.606761370367901,6.485104991128228,170.6130038591034
B000000092,Office Products,Envelopes & Shipping Supplies,13.267306775676314,0.5540242923690714,4.0215340097955945,0,6,138,2024-12-16,3.9465546578304105,7.297018726621973,279.2752079889023
B000000093,Office Products,Envelopes & Shipping Supplies,12.809195907602192,0.22795669609573066,4.673028483430877,0,5,63,2024-12-16,3.2129025662153943,7.045057749181206,160.72784230895226
B000000094,Office Products,Envelopes & Shipping Supplies,14.202729771692166,0.7039642867782328,4.406601458677041,0,8,160,2024-12-16,4.283919645251023,7.811501374430692,337.16940032167213
B000000095,Office Products,Envelopes & Shipping Supplies,16.08580577068293,0.5349118217708304,3.7572196856235225,0,5,127,2024-12-16,3.903551598984368,8.847193173875613,423.55274672351464
B000000096,Office Products,Envelopes & Shipping Supplies,15.159074195573996,0.4104374695413312,4.490598758564862,0,10,74,2024-12-16,3.6234843064679954,8.337490807565699,236.6593320339824
B000000097,Office Products,Envelopes & Shipping Supplies,10.528441306985068,0.7161105241821104,4.264699809342144,0,5,114,2024-12-16,4.311248679409749,5.790642718841788,48.6266895956225
B000000098,Office Products,Envelopes & Shipping Supplies,12.33375638207954,1.0144364052495323,4.163359883125078,0,7,132,2024-12-16,4.982481911811448,6.783566010143748,74.93751673641358
B000000099,Office Products,Envelopes & Shipping Supplies,11.649139748487174,0.509206648320212,4.373487127951601,0,6,206,2024-12-16,3.8457149587204773,6.407026861667946,287.65797318834274
B000000100,Office Products,Envelopes & Shipping Supplies,12.625437976080818,0.9556812657188307,4.442390045670037,0,8,75,2024-12-16,4.850282847867369,6.943990886844451,62.33731810267484
B000000101,Office Products,Envelopes & Shipping Supplies,16.60472794342836,0.6202377579661833,4.512277546592386,0,8,167,2024-12-16,4.095534955423913,9.1326003688856,563.8909673928478
B000000102,Office Products,Envelopes & Shipping Supplies,10.84415665650639,0.817548400965715,4.653475854264401,0,8,261,2024-12-16,4.539483902172859,5.964286161078515,88.84090083955925
B000000103,Office Products,Envelopes & Shipping Supplies,11.739665159928354,1.0638307445578759,4.4224407738335065,0,4,141,2024-12-16,5.093619175255221,6.456815837960595,26.681450686467784
B000000104,Office Products,Envelopes & Shipping Supplies,12.844972941290958,0.22868082460962436,3.887309773364091,0,6,139,2024-12-16,3.214531855371655,7.064735117710027,356.63312958108935
B000000105,Office Products,Envelopes & Shipping Supplies,12.135367256632186,0.8344066229688181,4.157906362704643,0,9,185,2024-12-16,4.577414901679841,6.674451991147703,163.4475673038588
B000000106,Office Products,Envelopes & Shipping Supplies,11.462118419872493,1.3839054353889395,5.0,0,9,176,2024-12-16,5.813787229625114,6.304165130929872,-115.42677356011879
B000000107,Office Products,Envelopes & Shipping Supplies,13.829606202393913,1.1682854548051678,4.517347318114518,0,3,220,2024-12-16,5.328642273311628,7.606283411316653,196.8297139084391
B000000108,Office Products,Envelopes & Shipping Supplies,13.195606384346505,0.4209599939519029,5.0,0,8,141,2024-12-16,3.647159986391782,7.257583511390578,323.0116670055445
B000000109,Office Products,Envelopes & Shipping Supplies,11.844167837234181,0.7693341520327315,4.718630224659756,0,5,185,2024-12-16,4.431001842073647,6.5142923104788,166.29163166612088
B000000110,Office Products,Envelopes & Shipping Supplies,10.132453899105947,1.4929374434940585,4.372540621466724,0,6,185,2024-12-16,6.059109247861632,5.572849644508271,-277.4084237538319
B000000111,Office Products,Envelopes & Shipping Supplies,14.878766962943715,0.5773474891087198,4.3904221209343355,0,7,133,2024-12-16,3.9990318504946196,8.183321829619043,358.622966616397
B000000112,Office Products,Envelopes & Shipping Supplies,11.630038387373602,1.0637145165941844,4.289025988036946,0,11,144,2024-12-16,5.093357662336915,6.396521113055482,20.182984125293515
B000000113,Office Products,Envelopes & Shipping Supplies,19.332031174263975,0.7417343856500727,3.7786586152460497,0,5,149,2024-12-16,4.368902367712664,10.632617145845186,645.2462374452125
B000000114,Office Products,Envelopes & Shipping Supplies,17.03996935205278,0.5959723349926717,4.305414175740467,0,5,88,2024-12-16,4.040937753733511,9.371983143629029,319.1802640127411
B000000115,Office Products,Envelopes & Shipping Supplies,15.528351760729553,1.059933924767738,4.663202365762659,0,8,130,2024-12-16,5.08485133072741,8.540593468401255,247.3779050081154
B000000116,Office Products,Envelopes & Shipping Supplies,15.045551017898795,1.0588399115422416,4.120108001553639,1,7,224,2024-12-16,5.082389800970043,8.275053059844337,378.13622718690885
B000000117,Office Products,Envelopes & Shipping Supplies,16.683073766809805,0.43433164974019384,4.423585899718542,0,10,201,2024-12-16,3.6772462119154357,9.175690571745394,769.8575336129444
B000000118,Office Products,Envelopes & Shipping Supplies,16.192444343280194,1.154718899665567,4.555477313767959,0,7,121,2024-12-16,5.298117524247526,8.905844388804107,240.60637405765573
B000000119,Office Products,Envelopes & Shipping Supplies,14.027674494834987,0.2096625520102589,4.027095868206257,0,10,149,2024-12-16,3.1717407420230823,7.715220972159243,467.9662043172464
B000000120,Office Products,Envelopes & Shipping Supplies,14.523289991128614,0.5856110796924849,4.164609140696901,0,8,198,2024-12-16,4.0176249293080915,7.987809495120739,498.5354022065572
B000000121,Office Products,Envelopes & Shipping Supplies,17.608434691633175,0.7234184060123672,3.994626552856852,0,9,172,2024-12-16,4.327691413527827,9.684639080398247,618.5299220056213
B000000122,Office Products,Envelopes & Shipping Supplies,13.888754875110102,0.5791643759996605,4.053350317993178,1,11,189,2024-12-16,4.003119845999236,7.638815181310557,424.64895123425833
B000000123,Office Products,Envelopes & Shipping Supplies,11.319410147910801,0.7036961410868918,3.9137184149040816,0,7,176,2024-12-16,4.283316317445507,6.2256755813509415,142.63361184412605
B000000124,Office Products,Envelopes & Shipping Supplies,16.220171955783858,0.53032660689019,4.029865461586592,1,10,160,2024-12-16,3.893234865502927,8.921094575681122,544.9348023359693
B000000125,Office Products,Envelopes & Shipping Supplies,14.748998797086792,0.6738016540828791,4.725836704239351,0,6,141,2024-12-16,4.216053721686478,8.111949338397736,341.36039891736345
B000000126,Office Products,Envelopes & Shipping Supplies,9.980502940347073,0.9561195711823045,4.025356891272912,0,8,90,2024-12-16,4.851269035160185,5.489276617190891,-32.403844080360294
B000000127,Office Products,Envelopes & Shipping Supplies,12.715673485124846,0.6995763940676809,4.337937765718207,1,5,184,2024-12-16,4.2740468866522825,6.993620416818666,266.4331374243172
B000000128,Office Products,Envelopes & Shipping Supplies,12.063319463190869,1.3225277860715805,4.149139373898713,1,6,138,2024-12-16,5.675687518661056,6.634825704754978,-34.11273891107287
B000000129,Office Products,Envelopes & Shipping Supplies,17.308548431345876,0.694414518681779,4.653659781111082,0,5,67,2024-12-16,4.262432667034003,9.519701637240233,236.26974651379996
B000000130,Office Products,Envelopes & Shipping Supplies,12.51310998463865,0.6161161169304272,4.693348688981085,0,10,122,2024-12-16,4.086261263093461,6.882210491551258,188.4458640592594
B000000131,Office Products,Envelopes & Shipping Supplies,11.193523772022601,1.5501817031645224,4.5592209946416835,1,11,192,2024-12-16,6.187908832120176,6.156438074612431,-220.9580418643211
B000000132,Office Products,Envelopes & Shipping Supplies,16.541540578923566,1.0778656524956036,4.391840365930826,0,7,54,2024-12-16,5.125197718115108,9.097847318407963,125.1987592896268
B000000133,Office Products,Envelopes & Shipping Supplies,11.531536872277004,0.8944380912674617,4.2306821389477305,0,6,98,2024-12-16,4.7124857053517895,6.342345279752353,46.71717694294041
B000000134,Office Products,Envelopes & Shipping Supplies,9.945031604333433,0.32158541772945354,3.942437588742625,0,5,156,2024-12-16,3.4235671898912705,5.469767382383389,164.06473700116862
B000000135,Office Products,Envelopes & Shipping Supplies,14.443050554436294,1.2431783611676528,4.883058664336659,0,8,220,2024-12-16,5.497151312627219,7.943677804939962,220.48871611120484
B000000136,Office Products,Envelopes & Shipping Supplies,13.896377892214542,0.9597407118825814,4.072098094674234,0,6,199,2024-12-16,4.859416601735808,7.643007840717998,277.3967365023861
B000000137,Office Products,Envelopes & Shipping Supplies,13.453288113867014,0.3936915154312125,4.499093904109852,0,6,225,2024-12-16,3.585805909720228,7.399308462626858,555.3390918419836
B000000138,Office Products,Envelopes & Shipping Supplies,14.250956571532132,0.8726618400885595,4.617869671787019,0,11,160,2024-12-16,4.663489140199259,7.838026114342673,279.91061071843205
B000000139,Office Products,Envelopes & Shipping Supplies,15.49384303422622,0.4473637559752696,4.133415850928401,0,7,139,2024-12-16,3.706568450944357,8.521613668824422,453.9268671095844
B000000140,Office Products,Envelopes & Shipping Supplies,14.165354851896339,1.1590175723745435,4.611403758194789,0,9,192,2024-12-16,5.307789537842723,7.790945168542987,204.79106793804073
B000000141,Office Products,Envelopes & Shipping Supplies,11.891486160827846,1.1904387438352684,4.529263961001656,0,8,105,2024-12-16,5.378487173629354,6.540317388455316,-2.8684321319665607
B000000142,Office Products,Envelopes & Shipping Supplies,10.755510732864465,1.0150351770210595,4.8183891506145295,0,5,101,2024-12-16,4.983829148297384,5.915530903075457,-14.528781169345933
B000000143,Office Products,Envelopes & Shipping Supplies,9.991781467913171,0.5344876745366964,4.159196060071986,1,4,92,2024-12-16,3.902597267707567,5.495479807352244,54.620804142509144
B000000144,Office Products,Envelopes & Shipping Supplies,15.219981854846033,0.99040541681837,3.9142407948160853,0,8,204,2024-12-16,4.9284121878413325,8.37099002016532,391.79824795523393
B000000145,Office Products,Envelopes & Shipping Supplies,12.522991878370474,0.3575951645356474,4.148353073366646,0,11,108,2024-12-16,3.504589120205207,6.887645533103761,230.12178030664268
B000000146,Office Products,Envelopes & Shipping Supplies,11.719239370998864,0.7445995576951239,4.3626560627602995,0,8,200,2024-12-16,4.375349004814029,6.445581654049375,179.66174242709184
B000000147,Office Products,Envelopes & Shipping Supplies,10.07217654155309,0.608466336704901,4.317463818125517,0,9,157,2024-12-16,4.069049257586028,5.5396970978542,72.7585392197193
B000000148,Office Products,Envelopes & Shipping Supplies,12.291909940831449,0.5974304327754898,4.181968631117635,0,6,205,2024-12-16,4.044218473744852,6.760550467457297,304.86390492400636
B000000149,Office Products,Envelopes & Shipping Supplies,14.730641966124406,0.3677927710209151,3.727240762306827,0,10,94,2024-12-16,3.527533734797059,8.101853081368423,291.51798409613883
B000000150,Office Products,Envelopes & Shipping Supplies,14.060399756394446,0.7253827897206848,4.441144898838732,0,10,118,2024-12-16,4.332111276871541,7.733219866016946,235.41809639370325
B000000151,Office Products,Envelopes & Shipping Supplies,11.175019331602547,0.4328300992657962,4.89170334372466,0,6,172,2024-12-16,3.6738677233480415,6.146260632381401,233.04124785017393
B000000152,Office Products,Envelopes & Shipping Supplies,12.463339888804027,0.5475187100751098,4.439275371436901,0,9,128,2024-12-16,3.9319170976689977,6.854836938842215,214.60298909348012
B000000153,Office Products,Envelopes & Shipping Supplies,11.172067891177601,0.8915035066632391,4.482740655716054,0,4,25,2024-12-16,4.705882889992289,6.144637340147681,8.038691525940788
B000000154,Office Products,Envelopes & Shipping Supplies,10.009758886509886,0.7220328866639729,4.47173359184653,0,9,81,2024-12-16,4.324573994993939,5.505367387580438,14.565217818776247
B000000155,Office Products,Envelopes & Shipping Supplies,18.247146051736316,0.554336488615838,4.419114000964719,0,6,94,2024-12-16,3.9472570993856353,10.035930328454974,400.81211064619646
B000000156,Office Products,Envelopes & Shipping Supplies,11.668006930994114,0.43700077979106716,4.579499790060428,0,5,98,2024-12-16,3.6832517545299015,6.417403812046763,153.60043371290996
B000000157,Office Products,Envelopes & Shipping Supplies,16.762009363248335,0.8223753031081245,4.4186121043557,0,8,184,2024-12-16,4.55034443199328,9.219105149786586,550.6309997901982
