ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B093PHTHGJ","Aloodor Two Piece Outfits for Women Casual Summer V Neck Shorts Set","Aloodor","Clothing, Shoes & Jewelry","$24,469.80","1,020","$23.99","$4.08","$19.91","559,187","8","6","1","04/26/2021","Aloodor","5","7.00"" x 4.00"" x 0.40""","Standard (Small)","0.5512 lbs"
"B092QD7BH3","Aloodor Two Piece Outfits for Women Summer Short Sets with Pockets","Aloodor","Clothing, Shoes & Jewelry","$27,588.50","1,150","$23.99","$4.08","$19.91","80,342","15","5","1","04/15/2021","Aloodor","4.8","7.00"" x 4.00"" x 0.40""","Standard (Small)","0.3527 lbs"
"B0CV18QR9J","Alsol Lamesa Women’s Pullover Sweaters Cute Heart Sweater Crew Neck Long Sleeve Valentines Sweaters for Women","Alsol Lamesa","Clothing, Shoes & Jewelry","$69,597.68","1,832","$37.99","$10.86","$27.13","N.A.","1","7","1","06/18/2023","Amazon","5","8.90"" x 5.00"" x 1.60""","Large standard-size","7.2 lbs"
"B093XWJ13K","Altra Footwear Superior 5 Black/Gray 14 D (M)","Unknown","Clothing, Shoes & Jewelry","$187,128.00","1,440","$129.95","$26.52","$103.43","25,853","1","4","2","04/29/2021","OutdoorEquipped","1","5.28"" x 9.96"" x 14.45""","Large standard-size","2.381 lbs"
"B082Q4DDVK","ALTRA Women's AL0A4VR3 Escalante 2.5 Road Running Shoe","ALTRA","Clothing, Shoes & Jewelry","$120,900.00","1,240","$97.50","$21.36","$76.15","41,319","6","4","2","12/12/2019","JackRabbit","4.84","5.00"" x 8.80"" x 13.20""","Large standard-size","2.2002 lbs"
"B0BTZN3CR2","ALTRA Women's AL0A7R7G Lone Peak 7 Trail Running Shoe","ALTRA","Clothing, Shoes & Jewelry","$171,004.50","1,590","$107.55","$21.92","$85.63","19,240","47","5","16","04/17/2022","Amazon","4.2","11.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B09TGTDRMR","ALVABABY Baby Cloth Diapers 6 Pack with 12 Inserts One Size Adjustable Washable Reusable for Baby Girls and Boys 6DM103","ALVABABY","Baby","$103,276.08","2,792","$39.99","$11.98","$28.01","1,656","4.333333333333333","7","1","09/13/2023","Amazon","4.866666666666666","12.99"" x 8.43"" x 4.88""","Large standard-size","2.03 lbs"
"B08Y8KWG7W","AlvaQ Women's Chiffon Blouse Crochet Lace Insert Swiss Dot Boho Shirts Flowy Tunic Tops","AlvaQ","Clothing, Shoes & Jewelry","$27,828.40","1,160","$23.99","$4.08","$19.91","263,961","12","6","2","03/07/2021","Lovezesent","4.3","13.78"" x 11.02"" x 0.59""","Standard (Small)","0.5952 lbs"
"B0C387TZN7","Always Pads Size 4 Maxi 14 Count Overnight (3 Pack)","Always","Health & Household","$49,872.54","1,446","$34.49","$11.60","$22.89","14,555","25","3","8","01/10/2018","BEYOND YOUR HOME","5","12.28"" x 6.46"" x 5.67""","Large standard-size","1.26 lbs"
"B0CNCP5QB9","Amaoot Bathroom Sink Faucet  Brushed Gold 4 Inch Bathroom Faucets for Sink 3 Hole with Pop Up Drain and Water Supply Lines  360 Swivel Spout 2 Handle Faucet for Bathroom Sink","Amaoot","Tools & Home Improvement","$59,820.37","1,663","$35.99","$11.34","$24.65","N.A.","45","7","1","11/30/2023","Amaoot Tech","4.7","8.49"" x 2.18"" x 6.49""","Large standard-size","2.29 lbs"
"B0C4FX476Z","Amazing Dog Treats - Bully Sticks 6 Inch Regular Size (40 Pcs/Pack) - Premium Bully Stick Dog Chews - Long Lasting Bully Sticks for Dogs - Best Bully Stick Dog Bone - No Hide Dog Chew","Amazing Dog Treats","Pet Supplies","$124,296.84","1,516","$81.99","$18.09","$63.90","120,636","3","7","1","05/04/2023","Amazon","3.9","11.22"" x 7.36"" x 3.54""","Large standard-size","1.81 lbs"
"B0CN19TF5V","Ambesonne Christmas Shower Curtain  Winter Holidays Theme Gingerbread House Trees and Snowflakes Art Print  Cloth Fabric Bathroom Decor Set with Hooks  69"" W x 75"" L  White and Red","Ambesonne","Home & Kitchen","$22,455.00","900","$24.95","$7.51","$17.44","104,941","5","6","2","09/06/2016","Amazon","4.2","0.80"" x 7.80"" x 9.70""","Large standard-size","0.7496 lbs"
"B0CCRQG1T5","Amerdeco 10 Pack Brushed Brass Cabinet Pulls 3-3/4 Inch(96MM) Hole Centers Kitchen Cabinet Handles Cabinet Hardware Kitchen Handles for Cabinets Cupboard Handles Drawer Pulls ZH0060","Amerdeco","Tools & Home Improvement","$25,732.20","780","$32.99","$10.74","$22.25","12,136","1","6","2","07/24/2023","Amerdeco","1","6.77"" x 4.45"" x 1.77""","Large standard-size","1.08 kg"
"B09PB132XM","American Flag 5X8 Ft Outdoor Heavy Duty 100% in USA Longest Lasting American Flags For Outside 5X8 Embroidered Outside All Weather United States Flag Usa Flag in Best American Flag","ANNDONES","Patio, Lawn & Garden","$146,612.93","6,137","$23.89","$8.72","$15.17","258,619","17","7","1","08/04/2021","Amazon Warehouse","3.6","1.73"" x 9.37"" x 10.94""","Large standard-size","1.3382 lbs"
"B09BCQJTDV","American Flags 3x5 USA US Flag  Sewn Stripes Heavy Duty Durable Flags for Outdoors  Brass Grommets，The Best Embroidered Stars and Sewn Stripes American Flags.","Birsppy","Patio, Lawn & Garden","$226,665.60","3,360","$67.46","$13.89","$53.57","531","5","7","1","08/19/2021","FENGYE230","4.7","1.18"" x 7.72"" x 9.92""","Large standard-size","0.5027 lbs"
"B08LPJVFCD","American Football Performance Hoodie Scarf Combination Outdoor Sports Team Variation(Both Men and Women Can Wear)","Feellawn","Clothing, Shoes & Jewelry","$41,386.20","1,380","$29.99","$5.10","$24.89","26,837","21","4","1","10/22/2020","SACOWO","4.3","2.28"" x 11.61"" x 12.95""","Standard (Large)","1.0803 lbs"
"B0CMQMRHZX","AMERICAN NEEDLE Blue Line Collection NHL National Hockey League Team Baseball Hat Adjustable Buckle Strap Dad Cap","AMERICAN NEEDLE","Sports & Outdoors","$27,645.00","950","$29.95","$9.50","$20.45","5,293","28.333333333333332","5","1","07/14/2018","Amazon","4.633333333333333","7.00"" x 6.00"" x 3.00""","Large standard-size","1 lbs"
"B07K765RMB","AMERICAN NEEDLE Blue Line Collection NHL National Hockey League Team Baseball Hat Adjustable Buckle Strap Dad Cap","AMERICAN NEEDLE","Sports & Outdoors","$43,128.00","1,200","$35.94","$8.93","$27.01","6,574","10","4","1","07/14/2018","Bucks Outfitters","3.7","8.50"" x 7.80"" x 3.50""","Large standard-size","0.15 lbs"
"B092HW7PLG","American Trends Two Piece Swimsuits for Women Boyshorts Tankini Swimsuits Tank Top Athletic Beachwear Swimming Suits","American Trends","Sports & Outdoors","$24,351.60","840","$28.99","$4.35","$24.64","25,296","34","6","1","04/13/2021","N.A.","4.2","3.27"" x 6.81"" x 9.49""","Standard (Large)","0.6151 lbs"
"B0CNT6RRPN","Amish Country Popcorn | 24-4 Oz Bags - Mushroom Kernels | Old Fashioned  Non-GMO and Gluten Free","Amish Country Popcorn","Grocery & Gourmet Food","$36,360.45","1,455","$24.99","$7.29","$17.70","N.A.","9","6","2","04/29/2018","Amish Country Popcorn","4.7","12.90cm x 17.80cm x 22.20cm","Large standard-size","4 lbs"
"B0929FY68H","Amoretu Women V Neck Button Down Swing Short Sleeve Summer Dress","Amoretu","Clothing, Shoes & Jewelry","$45,105.90","1,410","$31.99","$5.44","$26.55","5,534","42","5","1","04/11/2021","Amoretu","4","0.91"" x 11.14"" x 14.17""","Standard (Large)","0.7297 lbs"
"B0977KJRDD","Amsterdam Standard Series Acrylic Jar 1000ml Lamp Black 702 (17717022)","Amsterdam","Arts, Crafts & Sewing","$84,885.08","2,098","$27.43","$11.86","$15.57","2,226","13","5","4","05/21/2014","Zentra, LLC","4.6625","3.94"" x 3.94"" x 7.09""","Large standard-size","2.55 lbs"
"B09BKNHLN4","Amzcos Mens Short Black Curly Wig Anime Cosplay Hair Wigs for Adults Costume Halloween Party","AMZCOS","Clothing, Shoes & Jewelry","$22,177.35","765","$28.99","$8.70","$20.29","66,802","17","6","1","09/26/2021","US FINE PRODUCT","4.4","2.24"" x 9.13"" x 12.40""","Large standard-size","0.4894 lbs"
"B0CKM4VJ8F","Anastasia Beverly Hills - Matte Lipsticks","Anastasia Beverly Hills","Beauty & Personal Care","$35,880.00","1,560","$23.00","$6.99","$16.01","12,206","18.166666666666668","3","2","03/25/2022","Amazon","4.383333333333333","2.83"" x 0.94"" x 0.91""","Large standard-size","0.11 lbs"
"B08GFBJ25T","Ancapelion Women’s Casual Sweater Pullover Winter Basic Sweatshirt Long Sleeve Cozy Knitted Jumper Tops Loose Fit","Ancapelion","Clothing, Shoes & Jewelry","$27,290.90","910","$29.99","$5.10","$24.89","19,121","45","7","1","08/20/2020","Ancapell","4.1","0.75"" x 10.85"" x 13.40""","Standard (Small)","0.2998 lbs"
"B0C3D2LFFV","Andency Queen Comforter Set Burnt Orange  Boho Terracotta Fall Solid Lightweight Fluffy Bedding Set & Collections  3 Pieces Rust Tufted Design Bed Set (90x90In Comforter & 2 Pillowcases)","Andency","Home & Kitchen","$103,383.49","1,951","$52.99","$15.58","$37.41","88,933","42","7","1","09/01/2023","Amazon","4.3","13.86"" x 11.50"" x 5.98""","Large standard-size","7.34 lbs"
"B0CVRX37RR","ANEWNICE Rodent Repellent Spray Mouse Repellent Mice Repellent for House Peppermint to Repel Mice Mouse and Rats Natural Peppermint Rodent Repellent Indoor and Outdoor Mice Away Safe to Use  12.5 OZ","ANEWNICE","Health & Household","$39,984.00","1,600","$24.99","$8.89","$16.10","N.A.","3","7","1","12/21/2023","SUNBLANE INC","2.3","4.70"" x 6.69"" x 1.90""","Large standard-size","1.1 lbs"
"B088HCL3GL","Angashion Women’s Tie Dye Pajamas Set Long Sleeves Two Pieces Pullover Tops and Pants PJ Sets Joggers Sleepwear Loungewear","Angashion","Clothing, Shoes & Jewelry","$29,767.50","750","$39.69","$6.75","$32.94","99,987","28","6","2","05/11/2020","Angashion","4.4","1.30"" x 9.00"" x 12.00""","Standard (Large)","1.5498 lbs"
"B0CV9YZZSQ","angel wish Sling-Bag Crossbody-Bag Women-Men Backpack-Daypack - Hiking Chest Travel with Water Bottle Pocket Khaki","angel wish","Sports & Outdoors","$22,890.84","916","$24.99","$8.27","$16.72","14,812","4.6","7","2","03/24/2023","Amazon","4.279999999999999","8.00"" x 6.00"" x 2.40""","Large standard-size","13.58 lbs"
"B0CQR6S1QS","Animal Repeller  Raccoon Repellent Ultrasonic  Waterproof Motion Detection LED Flash Light  Solar Animal Repellent Ultrasonic Outdoor for Dogs Fox Rabbit Squirrels Coyote Cat Deterrent","Bocianelli","Patio, Lawn & Garden","$30,183.12","888","$33.99","$9.62","$24.37","5,658","17","7","1","12/24/2023","ZIYANGWENG INC","3.2","7.25"" x 5.75"" x 3.75""","Large standard-size","14.4 lbs"
"B08ZWSWZ2P","Anime French Maid Lolita Fancy Queen Princess Dress Cosplay Costume Furry Cat Ear Gloves Socks set（Black 4XL）","Wannsee","Clothing, Shoes & Jewelry","$32,858.04","996","$32.99","$12.59","$20.40","31,139","25","7","1","03/23/2021","Amazon","4.35","4.17"" x 10.67"" x 11.89""","Large standard-size","1.7417 lbs"
"B0CV2R5F66","Ankle Brace For Sprained Ankle : Upgraded Ankle Support Brace For Women Men - Adjustable Ankle Stabilizer For Basketball Volleyball Sports (M/L  Right)","Fit Geno","Health & Household","$47,271.49","1,351","$34.99","$8.79","$26.20","11,630","32.5","7","1","11/13/2023","BOLLYON","4.699999999999999","9.84"" x 5.75"" x 0.94""","Large standard-size","3.84 lbs"
"B0CJY4H3HQ","Ankle Foot Strengthener Exerciser for Sprained. Single Leg Balance Board  Posture Corrector  Foot Stretcher for Plantar Fasciitis Relief. Patent Pending","WANYIDA","Sports & Outdoors","$46,894.97","1,303","$35.99","$9.17","$26.82","4,148","32","6","1","09/26/2023","Joyce&KF","4.3","9.13"" x 6.38"" x 1.10""","Large standard-size","0.34 kg"
"B08HSW4VRF","Anlarach Womens Fashion Sneakers Casual Mesh Slip on Air Cushion Sock Walking Running Shoes","Anlarach","Clothing, Shoes & Jewelry","$108,413.85","3,615","$29.99","$4.50","$25.49","83,197","31.6","6","1","09/10/2020","icefrozen","4.44","5.40"" x 6.50"" x 11.20""","Standard (Large)","0.7 lbs"
"B094XMJY9M","ANNISOUL 14Inch Short Curly Afro Wigs for Black Women Bomb Afro Kinky Curly Wig with Bangs Synthetic Fiber Full Wig(Dark Brown)","ANNISOUL","Beauty & Personal Care","$24,065.37","963","$24.99","$8.27","$16.72","222,012","48","6","1","06/05/2021","Amazon","3.5","9.84"" x 6.18"" x 2.76""","Large standard-size","13.12 lbs"
"B09H6FT3BP","ANNISOUL 16Inch Curly Wigs for Black Women Black Ombre Purple Afro Bomb Curly Wig with Bangs Synthetic Fiber Glueless Long Kinky Curly Hair","ANNISOUL","Beauty & Personal Care","$28,671.11","989","$28.99","$8.87","$20.12","159,264","41","6","1","05/10/2021","Amazon","3.9","9.84"" x 6.42"" x 2.60""","Large standard-size","13.76 lbs"
"B09B35WKZY","ANNISOUL 16Inch Curly Wigs for Black Women Purple Afro Bomb Curly Wig with Bangs Synthetic Fiber Glueless Long Kinky Curly Hair","ANNISOUL","Beauty & Personal Care","$27,105.65","935","$28.99","$8.87","$20.12","357,734","13","6","1","02/10/2022","Amazon","4","9.76"" x 6.06"" x 2.80""","Large standard-size","13.12 lbs"
"B08NC5THLV","ANRABESS Women Christmas Sweatshirt Long Sleeve Cute Xmas Graphic Holiday Shirt Tops","ANRABESS","Clothing, Shoes & Jewelry","$195,234.90","6,510","$29.99","$5.10","$24.89","3,059","4.25","6","1","11/04/2020","ANRABESS","4.5","1.40"" x 9.90"" x 12.70""","Standard (Large)","0.3 lbs"
"B096ZG4Z88","ANRABESS Women's Casual High Waist Joggers Sweatpants Drawstring Relaxed Fit Lounge Athletic Pants with Pockets","ANRABESS","Sports & Outdoors","$34,007.40","1,260","$26.99","$4.59","$22.40","6,970","13.727272727272727","7","1","06/09/2021","MILLCHIC","4.5","1.61"" x 9.02"" x 11.65""","Standard (Large)","0.6195 lbs"
"B08NYFQZ6V","ANRABESS Women's Casual Long Sleeve V Neck Henley Top Knit Pullover Sweater 2 Pieces Short Loungewear Outfits Sets","ANRABESS","Clothing, Shoes & Jewelry","$69,576.80","2,320","$29.99","$5.10","$24.89","62,517","46","6","1","10/18/2020","ANRABESS","4.1","2.24"" x 10.31"" x 13.18""","Standard (Large)","1.0009 lbs"
"B0BSBYFXTD","ANRABESS Women's Rounded V Neck Puff Long Sleeve Smocked Ruffle Flowy A-Line Tiered Babydoll Short Mini Dress","ANRABESS","Clothing, Shoes & Jewelry","$36,349.90","1,010","$35.99","$10.52","$25.47","11,710","49","6","1","06/14/2022","ANRABESS","4.1","1.97"" x 9.41"" x 11.42""","Large standard-size","0.6393 lbs"
"B0B2NRMG4S","ANRABESS Women’s Boho Casual Loose Puff Long Sleeve Crewneck Asymmetric Tiered Beach Maxi Long Dress","ANRABESS","Clothing, Shoes & Jewelry","$26,242.50","750","$34.99","$11.76","$23.23","77,430","3","6","1","05/29/2022","ANRABESS","4.4","1.73"" x 9.41"" x 11.61""","Large standard-size","1.3206 lbs"
"B0CQYHFNZ8","Anti Barking Device  3 Levels Dog Barking Control Devices  33FT Range Auto Ultrasonic Dog Bark Deterrent Stop Dog Barking Trainer  Recharge Dog Silencer Bark Box for Puppy Small Medium Large Dogs","Bubbacare","Pet Supplies","$29,250.91","1,009","$28.99","$8.12","$20.87","42,026","2","7","2","12/20/2023","xiangxiangdianzi","1","5.24"" x 3.43"" x 2.13""","Large standard-size","7.05 lbs"
"B0CVRKSQS4","Anti Barking Device  Dog Bark Deterrent Devices  Anti Barking Device Indoor Outdoor  Ultrasonic Dog Barking Control Devices with 4 Modes Up to 50 Ft  Anti Bark Device for Dogs  Dog Barking Silencer","Gritin","Pet Supplies","$38,473.31","1,069","$35.99","$9.17","$26.82","N.A.","4","7","2","01/01/2024","DREAMKK TECH INC.","2.5","4.57"" x 4.29"" x 4.13""","Large standard-size","7.83 lbs"
"B09DVRVST5","Anti Scratch Wall Mirror Tiles  4PCS 12 Inch Acrylic Full Length Wall Mirror Non Glass Flexible Safety Mirror for Kids Shatterproof Mirror for Bedroom Living Room Dorm Home Gym","SLDIYWOW","Home & Kitchen","$21,052.20","780","$26.99","$6.97","$20.02","34,206","34","7","1","03/23/2022","Amazon Warehouse","3.6","1.18"" x 0.79"" x 0.39""","Small standard-size","0.1 lbs"
"B0CSRCQH49","Anti Snoring Device Lip Tape: Breathing Patch Stop Snore - Gentle Snore Stopper Tape for Better Sleep 120PCS","Generic","Health & Household","$23,184.41","859","$26.99","$6.97","$20.02","20,546","11","6","1","01/18/2024","eraKTHdZ","5","5.04"" x 3.98"" x 0.47""","Small standard-size","2.4 lbs"
"B0CK164GJV","Anti-Snoring Device  Reusable Anti-Snoring Mouth Guard with Suitable Size  Adjustable Stop Snoring Device for Men & Women a Nice Sleep","MSNOR","Health & Household","$105,573.60","2,640","$39.99","$9.54","$30.45","4,049","5","6","2","11/08/2023","Perfect Sleep LLC","3.3","3.23"" x 3.19"" x 1.65""","Large standard-size","1.76 lbs"
"B07KFQ87FK","Antimo Caputo Flour ""00"" Chefs Flour (7 Packs) Each 1 Kilo (2.2 Pounds) Bags  Il Mulino di Napoli  Pizza Flour Caputo Antimo Molino","Antimo Caputo","Grocery & Gourmet Food","$245,988.90","5,730","$42.93","$13.47","$29.46","1,166","17","5","1","11/15/2018","Amazon","4.5","10.55"" x 10.12"" x 6.81""","Large standard-size","2.2 lbs"
"B08N42QBTP","ANTSZONE Merry Christmas Holiday Raglan Shirts for Women - Casual Long Sleeve Crewneck Pullover Sweatshirt Tops","ANTSZONE","Clothing, Shoes & Jewelry","$56,136.60","2,340","$23.99","$4.08","$19.91","36,315","29.5625","4","1","11/09/2020","LOGENE","4.20625","0.20"" x 2.00"" x 3.00""","Standard (Small)","0.851 lbs"
"B08QJFRD5V","ANTSZONE Merry Christmas Holiday Raglan Shirts for Women - Casual Long Sleeve Crewneck Pullover Sweatshirt Tops","ANTSZONE","Clothing, Shoes & Jewelry","$40,303.20","1,680","$23.99","$4.08","$19.91","748,826","30.384615384615383","7","1","11/08/2020","LOGENE","3.9384615384615382","0.20"" x 2.00"" x 3.00""","Standard (Small)","0.6504 lbs"
"B08QJ6KQ3L","ANTSZONE Merry Christmas Holiday Shirts for Women - Casual Long Sleeve Crewneck Pullover Sweatshirt Tops","ANTSZONE","Clothing, Shoes & Jewelry","$55,656.80","2,320","$23.99","$4.08","$19.91","110,239","25","7","1","11/04/2020","LOGENE","4.15","0.20"" x 2.00"" x 3.00""","Standard (Small)","0.7011 lbs"
"B08Q3X89YV","ANTSZONE Women's Christmas Holiday Hoodie Sweatshirts - Casual Long Sleeve Pullover Hooded Sweatshirt Tops","ANTSZONE","Sports & Outdoors","$33,527.10","1,290","$25.99","$4.42","$21.57","730,419","9.333333333333334","4","1","11/15/2020","LOGENE","4.533333333333333","0.20"" x 2.00"" x 3.00""","Standard (Small)","0.7893 lbs"
"B08MFLPXZX","ANTSZONE Women's Christmas Holiday Sequin Shirts - Casual Long Sleeve Crewneck Pullover Sweatshirt Tops","ANTSZONE","Clothing, Shoes & Jewelry","$40,303.20","1,680","$23.99","$4.08","$19.91","11,916","1","7","1","11/01/2020","LOGENE","5","0.20"" x 2.00"" x 3.00""","Standard (Small)","0.7099 lbs"
"B08KPW9GT1","ANTSZONE Women's Leopard Print Pumpkin Graphic Pullover Sweatshirt Casual Long Sleeve Crewneck Sweatshirts Tops","ANTSZONE","Clothing, Shoes & Jewelry","$46,439.80","2,020","$22.99","$3.91","$19.08","961,989","29","4","2","09/13/2020","LOGENE","4.1","0.50"" x 2.00"" x 3.00""","Standard (Small)","0.4409 lbs"
"B0CFXCJH3N","Anua Heartleaf 77% Soothing Toner I pH 5.5 Skin Trouble Care  Calming Skin  Refreshing  Purifying (500ml / 16.9 fl.oz.)","ANUA","Beauty & Personal Care","$2,259,209.26","72,457","$31.18","$9.82","$21.36","76","50","7","17","04/02/2020","Anua","4.3","8.39"" x 2.64"" x 2.60""","Large standard-size","1.06 lbs"
"B0CP24V51B","ANYCUBIC Tough Resin  3D Printer Resin with High Precision and High Toughness  365-405nm Fast Curing 3D Resin for 4K 8K LCD/DLP/SLA 3D Printing (Tran-Green  1kg)","ANYCUBIC","Industrial & Scientific","$46,240.75","925","$49.99","$11.79","$38.20","3,117","22","6","1","06/03/2021","Amazon","4.6","10.59"" x 4.49"" x 4.33""","Large standard-size","2.78 lbs"
"B0CTYF6SRC","ANYLUV Gaming Glasses for Men Anti Blue Light Computer Glasses Rectangle Al-Mg Metal Frame UV400 Mens Blue Light Screen Blocker","ANYLUV","Health & Household","$294,165.00","6,537","$45.00","$10.52","$34.48","37,688","40","7","1","08/08/2022","Amazon","4.3","7.05"" x 2.83"" x 1.97""","Large standard-size","6.73 lbs"
"B09STQY968","Aokosor Spring Tshirt Shirts for Women Trendy Short Sleeve Tunic Tops for Leggings 2024 Blue XL","Aokosor","Clothing, Shoes & Jewelry","$35,817.07","1,493","$23.99","$7.51","$16.48","946,408","24","5","1","05/17/2022","Amazon","3.7","4.50"" x 3.00"" x 0.13""","Small standard-size","7.37 lbs"
"B08Q84VWFH","Aokosor St Patrick Day Shirts Women Casual Summer Tops Short Sleeve 2024 Juniors Tees Green S","Aokosor","Clothing, Shoes & Jewelry","$35,817.07","1,493","$23.99","$7.51","$16.48","1,583,879","17","5","1","01/10/2021","Amazon","4.1","4.50"" x 3.40"" x 0.15""","Small standard-size","7.37 lbs"
"B09STSSK2V","Aokosor Summer Tops for Women 2024 Casual Workout Tshirts Shirts Loose Fit Clothes Green S","Aokosor","Clothing, Shoes & Jewelry","$37,904.20","1,580","$23.99","$7.51","$16.48","20,620","3","5","1","05/17/2022","Amazon","4.2","14.57"" x 11.18"" x 0.71""","Small standard-size","7.37 lbs"
"B091XTG5FD","Aokosor Tops for Women 2024 Summer Short Sleeve Tunics for Leggings Workout Purple S","Aokosor","Clothing, Shoes & Jewelry","$36,632.73","1,527","$23.99","$8.30","$15.69","1,804,188","7","5","1","04/24/2021","Amazon","3.3","8.58"" x 8.19"" x 1.73""","Large standard-size","5.93 lbs"
"B0CVR7DX7L","Aokosor Womens Summer Tops 2024 Short Sleeve Shirts Casual Trending Now","Aokosor","Clothing, Shoes & Jewelry","$34,833.48","1,452","$23.99","$7.51","$16.48","328,709","6","5","1","02/15/2024","Amazon","3.5","4.50"" x 3.39"" x 0.15""","Small standard-size","7.37 lbs"
"B0BJQ3F4Y4","Aoliks Graduated Compression Socks for Women & Men  20-30 mmHg Support Socks for Maternity Post Surgery","Aoliks","Sports & Outdoors","$32,747.40","1,260","$25.99","$10.93","$15.06","3,924","22","5","1","10/19/2022","TWILIGHT-YY","3.7","9.92"" x 9.65"" x 3.74""","Large standard-size","0.58 kg"
"B08V8YGG9H","AOMO LOVE Women’s Square Open Toe Heel Mule Low Block Heel Slide Sandal","AOMO LOVE","Clothing, Shoes & Jewelry","$26,091.00","900","$28.99","$4.35","$24.64","22,628","15","5","1","01/27/2021","MISS RORA","4.3","4.02"" x 5.39"" x 10.47""","Standard (Large)","1.1023 lbs"
"B08TLVHVBJ","AOOKSMERY Women Summer V-Neck Spaghetti Straps Lace Backless Party Dress High Low Cocktail Bodycon Midi Dresses","AOOKSMERY","Clothing, Shoes & Jewelry","$29,992.50","750","$39.99","$6.80","$33.19","64,928","30","7","1","01/20/2021","AOOKSMERY","4.2","1.77"" x 9.96"" x 13.11""","Standard (Large)","0.4409 lbs"
